course_id,course_name,question_id,assessment_type,question_number,question,option_a,option_b,option_c,option_d,correct_answer,explanation,difficulty,competency,topic,learning_objective
C05,National Quality Assurance Framework (NQAF),C05_Q21,FINAL,21,A national statistics 'code of practice' primarily serves to:,Define electoral boundaries for all States,Fix the annual budget of the NSO,Set the professional standards and principles that producers of official statistics must follow,Replace the need for any metadata,C,Codes of practice institutionalise professional independence and statistical standards.,Easy,Statistical Quality,Code of Practice,Explain the role of a code of practice.
C05,National Quality Assurance Framework (NQAF),C05_Q22,FINAL,22,A State-level estimate from a small subsample has a very large standard error. The correct action is:,"Publish the estimate with clear uncertainty or combine it with more data, rather than presenting it as precise",Publish the point estimate as exact and precise,Multiply the values to reduce the error,Delete the State from the sample frame,A,Transparent uncertainty reporting prevents misuse of imprecise figures.,Advanced,Statistical Quality,Small Domain Estimates,Handle imprecise small-domain estimates.
C05,National Quality Assurance Framework (NQAF),C05_Q23,FINAL,23,The 'clarity' dimension of a statistical release refers to:,Keeping the release secret until asked,Using dense jargon with no explanation,"Presenting figures, definitions and uses in plain, understandable terms for diverse users",Restricting tables to experts only,C,Clarity requires statistics to be accompanied by comprehensible explanation and context.,Easy,Statistical Quality,Clarity,Define clarity.
C05,National Quality Assurance Framework (NQAF),C05_Q24,FINAL,24,"At the processing stage, which is an appropriate validation procedure?","Checking plausibility, range, ratios and consistency of the edited data against expected patterns",Randomly deleting cases that appear unusual,Accepting all records without any review,Removing every record that fails a single typing check,A,Systematic edit and validation rules detect errors while retaining legitimate records.,Advanced,Statistical Process,Validation Checks,Apply validation during processing.
C05,National Quality Assurance Framework (NQAF),C05_Q25,FINAL,25,"In data review, an outlier record with an extreme but possible household size should be:",Deleted immediately because it looks unusual,Ignored in all computations forever,Used only to adjust the response-rate target,Investigated and verified in the field before deciding whether it is an error or a genuine value,D,"Extreme observations can be genuine, so field verification distinguishes errors from real values.",Medium,Statistical Process,Outlier Treatment,Decide how to treat outliers.
C05,National Quality Assurance Framework (NQAF),C05_Q26,FINAL,26,"In planning a survey, a realistic way to balance cost and quality is to:",Fix the sample to the largest feasible size regardless of budget,"Adjust the design to an acceptable precision target per domain, trading sample size against cost while documenting assumptions",Collect data with no defined methodology,Set the confidence level to 200%,B,"Design choices balance precision, cost and quality constraints in an explicit optimisation.",Advanced,Statistical Process,Cost-Quality Trade-offs,Balance cost and quality in survey design.
C05,National Quality Assurance Framework (NQAF),C05_Q27,FINAL,27,"To assess the 'relevance' of its statistical products, an NSO most appropriately:",Bans external users from all data,Relies only on internal views,"Consults users periodically on the uses, gaps and priorities of statistics",Consults users once every fifty years,C,User feedback and consultations provide the evidence base for relevance assessment.,Medium,Statistical Quality,User Consultation,Assess relevance through user engagement.
C05,National Quality Assurance Framework (NQAF),C05_Q28,FINAL,28,A 'quality report' accompanying a statistical domain typically documents:,Indicators of each quality dimension and the methods and processes supporting them,Only the number of staff employed,The software licences used,A list of competitor agencies,A,"Quality reports give a structured, transparent account of the strengths and limitations of statistics.",Advanced,Statistical Quality,Quality Reporting,Draft a quality report.
C05,National Quality Assurance Framework (NQAF),C05_Q29,FINAL,29,State price indices are compiled with different base years and weights across States. This most directly threatens the quality dimension of:,Relevance to the central government,Clarity of the monthly release,Punctuality of the release calendar,Comparability (coherence across States),D,"Differing bases and weights make State indices hard to compare, harming comparability.",Medium,Statistical Quality,Coherence Across States,Identify coherence issues across States.
C05,National Quality Assurance Framework (NQAF),C05_Q30,FINAL,30,An agency must release provisional results that will later be revised. A quality-assuring release protocol would:,Issue the provisional figures as final with no caveats,"Publish provisional figures clearly labelled, explain the revision policy and retain the metadata needed for later revisions",Withhold all early data to avoid revision risk,Revise the figures silently without any announcement,B,Transparent labelling and documentation of provisional data strike the right quality balance.,Advanced,Statistical Process,Release Protocol,Design a transparent release protocol.
C06,Executive Dashboard Development in Power BI,C06_Q01,INITIAL,1,Microsoft Power BI is best described as:,A word-processing application,A relational database engine only,An operating system,"A business analytics tool for connecting to data, building visuals and sharing dashboards",D,"Power BI supports end-to-end data preparation, modelling, visualisation and sharing for business analytics.",Easy,Power BI Fundamentals,What is Power BI,Describe Power BI.
C06,Executive Dashboard Development in Power BI,C06_Q02,INITIAL,2,"In executive reporting, a KPI (Key Performance Indicator) is:",A type of database index,A metric that tracks whether an important goal is being met,A column with no data,A chart style selector,B,A KPI links a measure to a strategic objective so management can monitor performance.,Easy,Data Visualisation,KPI Concepts,Define a KPI.
C06,Executive Dashboard Development in Power BI,C06_Q03,INITIAL,3,"In Power BI, the key difference between a measure and a calculated column is:",Measures are stored in the database while calculated columns disappear after refresh,They are identical functions of data,"A measure is computed dynamically in filter/report context, while a calculated column is stored row-by-row in the data model",Calculated columns cannot be numeric,C,"Measures evaluate at query time under filter context, whereas calculated columns are materialised per row.",Medium,DAX & Measures,Measures vs Calculated Columns,Differentiate measures and calculated columns.
C06,Executive Dashboard Development in Power BI,C06_Q04,INITIAL,4,"To join two tables in a Power BI data model (e.g., 'Orders' and 'District'), the analyst defines:","A relationship on a common key, typically one-to-many from the lookup table to the fact table",A chart between the two tables,A data header at the top of the report,A slicer for each table separately,A,Relationships on shared keys connect tables so visuals can combine fields across them.,Medium,Data Modelling,Table Relationships,Describe table relationships.
C06,Executive Dashboard Development in Power BI,C06_Q05,INITIAL,5,"To let an executive quickly compare monthly expenditure trends across States for 24 months, the most appropriate visual is:",A pie chart showing the latest month's share,A scatterplot of raw district codes,A table listing all months and States as text,A line chart with month on the axis and one line per State,D,"Line charts convey time-series trends clearly, and multiple lines let States be compared directly.",Advanced,Data Visualisation,Chart Selection,Choose a chart for time trends.
C06,Executive Dashboard Development in Power BI,C06_Q06,FINAL,6,Which set lists the core components of Power BI?,"Word, Excel and PowerPoint add-ins only","Power Query, the data model, reports and the Power BI Service for sharing","Compiler, linker and debugger tools","Stock, bond and commodity data feeds",B,"Power BI Desktop handles data preparation, modelling and reports, while the Service provides sharing and refresh.",Easy,Power BI Fundamentals,Power BI Components,Identify Power BI components.
C06,Executive Dashboard Development in Power BI,C06_Q07,FINAL,7,"To import data from multiple structured sources into a Power BI model, the typical entry point is:",A keyboard macro in the browser,Manually typing every row,"Power Query (Get Data), which connects, cleans and loads the tables",The operating system terminal,C,Get Data and Power Query provide reusable connection and transformation steps.,Easy,Data Modelling,Data Ingestion,Load data into Power BI.
C06,Executive Dashboard Development in Power BI,C06_Q08,FINAL,8,"In a Power BI data model, a star schema arrangement means:",Fact tables in the centre connected to surrounding dimension (lookup) tables,Tables arranged alphabetically in a single workbook,All data combined into one extremely wide table,Charts placed at the edge of the report page,A,"Star schemas separate facts (measures) from dimensions (attributes), enabling efficient filtering.",Medium,Data Modelling,Star Schema,Describe a star schema.
C06,Executive Dashboard Development in Power BI,C06_Q09,FINAL,9,"When a 'District' dimension filters a 'Scheme expenditure' fact table, the relationship direction matters because:",Filters only move from facts to dimensions,Directions are irrelevant for all measures,Relationships cannot apply any filters,Filters generally propagate from dimension to fact tables so visuals slice measures correctly,D,Correct relationship direction lets slicers on dimensions filter the underlying facts.,Medium,Data Modelling,Filter Propagation,Explain filter propagation.
C06,Executive Dashboard Development in Power BI,C06_Q10,FINAL,10,A slicer on a dashboard is used to:,Split data into separate pages permanently,Let viewers interactively filter the visuals by selected categories or time periods,Rotate charts automatically,Hide all data from the model,B,"Slicers are visual filters that provide on-page, user-driven interactivity.",Easy,Filters & Interactivity,Slicers,Use slicers for interactivity.
C06,Executive Dashboard Development in Power BI,C06_Q11,FINAL,11,Which DAX expression totals the 'amount' column of a 'Scheme' fact table?,Total Scheme = AVERAGE(Scheme[amount]),Total Scheme = COUNT(Scheme[amount]),Total Scheme = SUM(Scheme[amount]),Total Scheme = MAX(Scheme[amount]),C,SUM aggregates the amount column across the current filter context.,Easy,DAX & Measures,DAX Basics,Write a basic DAX measure.
C06,Executive Dashboard Development in Power BI,C06_Q12,FINAL,12,The 'filter context' in DAX refers to:,"The set of filters from slicers, rows, columns and report filters that determine which rows a measure evaluates",The colour palette of a shaded visual,The file name of the report,The row order of the raw data,A,"Measures respond to filter context, which is why the same measure yields different values in different visuals.",Medium,DAX & Measures,Filter Context,Explain filter context.
C06,Executive Dashboard Development in Power BI,C06_Q13,FINAL,13,"Which DAX expression computes total expenditure only for the year 2023, ignoring the current year filter?","SUMIF(Scheme[amount], Scheme[year] = 2023)",SUM(Scheme[amount]) FILTER 2023,TOTALYTD(SUM(Scheme[amount])),"CALCULATE(SUM(Scheme[amount]), Scheme[year] = 2023)",D,"CALCULATE overrides the filter context with a new filter, here restricting to 2023.",Advanced,DAX & Measures,CALCULATE Function,Write a CALCULATE-based measure.
C06,Executive Dashboard Development in Power BI,C06_Q14,FINAL,14,When should an analyst prefer a calculated column over a measure?,When the metric must respond to slicers and filters,"When a row-level value is needed as a fixed attribute for filtering or aggregation (e.g., an age group per record)",When the value must be computed only at visualisation time,Under no circumstance at all,B,"Row-level attributes fit calculated columns, while context-dependent aggregates fit measures.",Medium,DAX & Measures,Column vs Measure Choice,Decide between measures and calculated columns.
C06,Executive Dashboard Development in Power BI,C06_Q15,FINAL,15,"To highlight the single most important number for an executive at the top of a dashboard, the best choice is:",A 50-row data table,A scatterplot of all districts,"A KPI card showing the measure, the target and the direction of change",A donut chart of every category,C,KPI cards foreground the headline metric while carrying the target and trend context.,Easy,KPI & Dashboard Design,KPI Cards,Select KPI card visuals.
C06,Executive Dashboard Development in Power BI,C06_Q16,FINAL,16,"For an executive dashboard, which design principle is most important?","A clear hierarchy: headline KPIs first, supporting charts next, with consistent and minimal clutter",Filling every pixel with many small tables,Using every colour of the palette equally,Placing the most detailed raw table at the top,A,Executives need scannable priorities; hierarchy guides the eye from summary to detail.,Medium,KPI & Dashboard Design,Dashboard Hierarchy,Apply dashboard design hierarchy.
C06,Executive Dashboard Development in Power BI,C06_Q17,FINAL,17,"A chart's vertical axis starts at 90 instead of zero, exaggerating a small fall in a KPI. This violates:",Automatic refresh scheduling,Row-level security,The naming convention of the report,"Honest data storytelling, because axis truncation can mislead viewers about the magnitude of change",D,"Truncated axes distort proportions, so honest visuals keep scales and baselines transparent.",Advanced,Data Storytelling,Misleading Visuals,Avoid misleading axis scaling.
C06,Executive Dashboard Development in Power BI,C06_Q18,FINAL,18,Data storytelling in a dashboard means:,Adding as much text as possible to every visual,"Structuring data, visuals and narrative so that findings and recommended actions are clear to the audience",Replacing all charts with paragraphs,Removing all annotations from visuals,B,Storytelling unifies evidence and narrative to drive decisions.,Medium,Data Storytelling,Narrative Design,Explain data storytelling.
C06,Executive Dashboard Development in Power BI,C06_Q19,FINAL,19,Conditional formatting in a Power BI visual is used to:,Change the font of the title manually once,Rename a column permanently,"Colour values automatically based on rules (e.g., red when a KPI falls below target)",Rebuild the data model each week,C,Rules-based colouring draws attention to outliers and thresholds.,Medium,Filters & Interactivity,Conditional Formatting,Apply conditional formatting.
C06,Executive Dashboard Development in Power BI,C06_Q20,FINAL,20,Row-level security (RLS) in Power BI protects data by:,"Restricting which rows different users can view, based on defined roles and DAX expressions",Disabling all visuals for non-finance users,Encrypting the visual colours,Blocking external report refresh permanently,A,RLS filters data by user roles so each viewer sees only the authorised rows.,Advanced,Data Governance,Row-Level Security,Explain row-level security.
C06,Executive Dashboard Development in Power BI,C06_Q21,FINAL,21,A report with hundreds of complex visuals runs slowly. The most effective performance fix is:,Add even more visuals to the same page,Import wider tables with duplicate columns,"Simplify to fewer, well-modelled visuals and measures, reduce rows, and avoid heavy per-row calculations",Disable relationships to save memory,C,"Model and visual efficiency, not more hardware, usually determines report speed.",Advanced,Performance & Best Practice,Report Performance,Diagnose report performance.
C06,Executive Dashboard Development in Power BI,C06_Q22,FINAL,22,"To share a completed dashboard with stakeholders who do not have Power BI Desktop, the standard route is:",Publish the report to Power BI Service and share it with the intended workspace or audience,Send the .pbix file by group email,Screenshot every visual into Word,Print all pages as PDFs,A,"The Service enables controlled sharing, live refresh and governance.",Medium,Power BI Fundamentals,Publishing & Sharing,Publish and share dashboards.
C06,Executive Dashboard Development in Power BI,C06_Q23,FINAL,23,An 'auto refresh' schedule in Power BI Service affects:,The colour scheme of the visuals,The names of the report pages,The security of user passwords,When the data sources are re-imported through the gateway to update the dashboard data,D,Scheduled refresh keeps published dashboards current from the configured data sources.,Medium,Power BI Fundamentals,Data Refresh,Manage data refresh.
C06,Executive Dashboard Development in Power BI,C06_Q24,FINAL,24,"For a Chief Statistician's dashboard, KPIs should be arranged so that:",Only the most detailed tables are shown,"Top-level indicators appear first, drilling down to the underlying detailed indicators when needed",Every KPI is equally prominent with no hierarchy,No indicator is connected to any target,B,"The hierarchy mirrors management focus: headline outcomes first, then their drivers.",Medium,KPI & Dashboard Design,KPI Hierarchy,Structure KPI hierarchies.
C06,Executive Dashboard Development in Power BI,C06_Q25,FINAL,25,A State Statistical Bureau wants a monthly executive dashboard on survey operations. A recommended design starts with:,A single enormous table of all raw records,Only decorative charts with static labels,"KPIs such as response rate, coverage and timelines with trend lines, plus drill-downs to districts and stages",No filters because executives dislike them,C,Operational KPIs with drill-down give executives both a status snapshot and a diagnosis capability.,Advanced,KPI & Dashboard Design,Operations Dashboard Design,Design an executive operations dashboard.
C06,Executive Dashboard Development in Power BI,C06_Q26,FINAL,26,Which measure computes the year-to-date total of a KPI within the current date context?,"TOTALYTD(SUM(Scheme[amount]), 'Calendar'[Date])",TOTALMONTH(SUM(Scheme[amount])),"DATEDIFF(SUM(Scheme[amount]), 'Calendar'[Date])","CALCULATE(SUM(Scheme[amount]), 'Calendar'[Year])",A,TOTALYTD computes the cumulative total from the start of the year to the latest date in context.,Advanced,DAX & Measures,Time Intelligence,Write a year-to-date DAX measure.
C06,Executive Dashboard Development in Power BI,C06_Q27,FINAL,27,Drill-down in a hierarchy visual (Year -> Quarter -> Month) allows a user to:,Open a separate database for each level,Switch between active connections,Filter by only the first data row,Move from summary levels to successively detailed levels within the same visual,D,Hierarchies enable progressive disclosure of detail on demand.,Medium,Filters & Interactivity,Drill-down,Explain drill-down behaviour.
C06,Executive Dashboard Development in Power BI,C06_Q28,FINAL,28,A 'drillthrough' page in Power BI is designed to:,Print the main page in landscape,Show focused detail about a selected record or measure when a user clicks from a main page,Change the login credentials,Add new columns to the model,B,Drillthrough pages present context-specific detail from a selection point.,Medium,Filters & Interactivity,Drillthrough,Use drillthrough pages.
C06,Executive Dashboard Development in Power BI,C06_Q29,FINAL,29,An analyst must compare the quarterly growth of six socio-economic indicators consistently. The best single visual approach is:,Six pie charts of the quarterly totals,A table of raw quarterly values only,A set of small-multiple line charts on a shared axis so the patterns are directly comparable,One scatterplot with the six indicator names encoded as colour,C,Small multiples control for axis differences and make patterns across indicators directly comparable.,Advanced,Data Visualisation,Small Multiples,Select comparable chart layouts.
C06,Executive Dashboard Development in Power BI,C06_Q30,FINAL,30,"To ensure all ministries report the same definition of 'expenditure covered', a dashboard strategy includes:","A certified data model with shared measure definitions, used as a single governed dataset by all reports",Every team building its own copy with different measures,Publishing conflicting figures intentionally,Discarding shared definitions annually,A,"Certified, governed datasets provide one version of the truth across dashboards.",Advanced,Data Governance,Dashboard Governance,Apply dashboard governance.
